YEAR,State,County,crop_type,Area (Mha),Ninput (kg N/ha/yr),NUE (kg N/kg N),Recovered N (kg N/ha/yr),Nsurplus (kg N/ha/yr)
1970,IDAHO,CLEARWATER,SPRING WHEAT,2.00E-04,8.71831857,4.91764549,42.8736,-34.15528143
1970,IDAHO,CUSTER,SPRING WHEAT,0.00024,14.49798523,3.969831607,57.55456,-43.05657477
1970,IDAHO,ELMORE,SPRING WHEAT,0.00092,59.53303927,0.755081893,44.95232,14.58071927
1970,IDAHO,FRANKLIN,SPRING WHEAT,0.00116,11.28242049,3.938218757,44.43264,-33.15021951
1970,IDAHO,FREMONT,SPRING WHEAT,0.00404,54.3575177,0.898678271,48.84992,5.5075977
1970,IDAHO,GEM,SPRING WHEAT,0.00024,27.45778269,2.223864931,61.0624,-33.60461731
1970,IDAHO,GOODING,SPRING WHEAT,0.00132,68.90072241,0.961661905,66.2592,2.64152241
1970,IDAHO,IDAHO,SPRING WHEAT,0.00128,19.6299568,2.117905833,41.5744,-21.9444432
1970,IDAHO,JEFFERSON,SPRING WHEAT,0.005,49.25688783,1.316162731,64.83008,-15.57319217
1970,IDAHO,JEROME,SPRING WHEAT,0.00172,68.00479891,1.088958444,74.0544,-6.04960109
1970,IDAHO,KOOTENAI,SPRING WHEAT,0.00024,35.382725,1.101554502,38.976,-3.593275
1970,IDAHO,LATAH,SPRING WHEAT,0.00028,22.85406406,2.04651566,46.7712,-23.91713594
1970,IDAHO,LEMHI,SPRING WHEAT,0.00024,107.3513206,0.496195107,53.2672,54.08412057
1970,IDAHO,LEWIS,SPRING WHEAT,0.00024,35.03064054,1.298063618,45.472,-10.44135946
1970,IDAHO,LINCOLN,SPRING WHEAT,0.00116,30.96095951,2.09812619,64.96,-33.99904049
1970,IDAHO,MADISON,SPRING WHEAT,0.00312,67.15751144,0.9827547,65.99936,1.15815144
1970,IDAHO,MINIDOKA,SPRING WHEAT,0.00244,53.53327404,1.388187839,74.31424,-20.78096596
1970,IDAHO,NEZ PERCE,SPRING WHEAT,0.00024,24.40917979,1.809679816,44.1728,-19.76362021
1970,IDAHO,ONEIDA,SPRING WHEAT,0.00176,6.86904871,4.406921726,30.27136,-23.40231129
1970,IDAHO,OWYHEE,SPRING WHEAT,0.00104,39.09903647,2.02693486,79.2512,-40.15216353
1970,IDAHO,PAYETTE,SPRING WHEAT,0.00052,51.17392559,1.370948177,70.1568,-18.98287441
1970,IDAHO,POWER,SPRING WHEAT,0.00252,38.52345628,1.261311541,48.59008,-10.06662372
1970,IDAHO,TETON,SPRING WHEAT,0.00204,39.92507205,1.122662971,44.8224,-4.89732795
1970,IDAHO,TWIN FALLS,SPRING WHEAT,0.00508,45.37508091,1.643502965,74.57408,-29.19899909
1970,IDAHO,VALLEY,SPRING WHEAT,8.00E-05,13.40899633,3.488046297,46.7712,-33.36220367
1970,IDAHO,WASHINGTON,SPRING WHEAT,0.0012,23.71498868,2.251619038,53.39712,-29.68213132
1970,MONTANA,BEAVERHEAD,SPRING WHEAT,0.00052,3.99263392,14.96836454,59.7632,-55.77056608
1970,MONTANA,BIG HORN,SPRING WHEAT,0.00092,6.55811336,5.051696758,33.1296,-26.57148664
1970,MONTANA,BLAINE,SPRING WHEAT,0.0142,4.65499705,5.944785722,27.67296,-23.01796295
1970,MONTANA,BROADWATER,SPRING WHEAT,0.00332,4.76784336,5.613338774,26.76352,-21.99567664
1970,MONTANA,CARBON,SPRING WHEAT,8.00E-04,2.62586891,15.18942543,39.88544,-37.25957109
1970,MONTANA,CARTER,SPRING WHEAT,0.0038,4.10535457,4.620385323,18.96832,-14.86296543
1970,MONTANA,CASCADE,SPRING WHEAT,0.00912,6.17006771,5.074615299,31.31072,-25.14065229
1970,MONTANA,CHOUTEAU,SPRING WHEAT,0.0208,5.46791438,5.845065921,31.96032,-26.49240562
1970,MONTANA,CUSTER,SPRING WHEAT,0.00052,4.95110401,6.875040381,34.03904,-29.08793599
1970,MONTANA,DANIELS,SPRING WHEAT,0.072,4.61524251,5.461138812,25.20448,-20.58923749
1970,MONTANA,DAWSON,SPRING WHEAT,0.0084,5.31958859,5.299778267,28.19264,-22.87305141
1970,MONTANA,DEER LODGE,SPRING WHEAT,0.00028,7.1271474,6.01553435,42.8736,-35.7464526
1970,MONTANA,FALLON,SPRING WHEAT,0.0096,0.9315096,24.68663769,22.99584,-22.0643304
1970,MONTANA,FERGUS,SPRING WHEAT,0.00588,4.73243317,5.10627813,24.16512,-19.43268683
1970,MONTANA,FLATHEAD,SPRING WHEAT,0.00108,5.51470753,7.868645756,43.39328,-37.87857247
1970,MONTANA,GALLATIN,SPRING WHEAT,0.00196,6.88477933,5.868760357,40.40512,-33.52034067
1970,MONTANA,GARFIELD,SPRING WHEAT,0.0038,4.103009,6.427906934,26.37376,-22.270751
1970,MONTANA,GLACIER,SPRING WHEAT,0.0162,4.64708624,8.526977541,39.6256,-34.97851376
1970,MONTANA,GOLDEN VALLEY,SPRING WHEAT,0.00024,3.60974115,6.118555066,22.0864,-18.47665885
1970,MONTANA,GRANITE,SPRING WHEAT,0.00016,4.32998976,7.801219373,33.7792,-29.44921024
1970,MONTANA,HILL,SPRING WHEAT,0.0656,4.61078067,6.762585825,31.1808,-26.57001933
1970,MONTANA,JEFFERSON,SPRING WHEAT,0.00108,3.59504831,7.083164899,25.46432,-21.86927169
1970,MONTANA,JUDITH BASIN,SPRING WHEAT,0.00384,5.20594455,4.991217204,25.984,-20.77805545
1970,MONTANA,LAKE,SPRING WHEAT,0.0012,3.16926172,10.7403689,34.03904,-30.86977828
