YEAR,State,County,crop_type,Area (Mha),Ninput (kg N/ha/yr),NUE (kg N/kg N),Recovered N (kg N/ha/yr),Nsurplus (kg N/ha/yr)
1970,OKLAHOMA,PONTOTOC,BARLEY,2.00E-04,406.1268436,0.098013516,39.80592,366.3209236
1970,OKLAHOMA,POTTAWATOMIE,BARLEY,0.00024,57.71699343,0.772281392,44.57376,13.14323343
1970,OKLAHOMA,ROGER MILLS,BARLEY,0.00096,37.56434609,0.841244512,31.6008,5.96354609
1970,OKLAHOMA,ROGERS,BARLEY,0.00068,41.5288345,0.875744298,36.36864,5.1601945
1970,OKLAHOMA,SEMINOLE,BARLEY,4.00E-05,202.4122264,0.164337899,33.264,169.1482264
1970,OKLAHOMA,SEQUOYAH,BARLEY,4.00E-05,66.0937088,0.441213552,29.16144,36.9322688
1970,OKLAHOMA,STEPHENS,BARLEY,4.00E-04,47.6402387,1.04967736,50.00688,-2.3666413
1970,OKLAHOMA,TEXAS,BARLEY,0.0014,57.41480043,0.519495318,29.82672,27.58808043
1970,OKLAHOMA,TILLMAN,BARLEY,0.01416,30.45180497,1.441900736,43.90848,-13.45667503
1970,OKLAHOMA,TULSA,BARLEY,0.00048,42.80777207,0.960958209,41.13648,1.67129207
1970,OKLAHOMA,WAGONER,BARLEY,0.00076,33.46885515,1.192655077,39.9168,-6.44794485
1970,OKLAHOMA,WASHINGTON,BARLEY,4.00E-04,55.90254992,0.805281334,45.01728,10.88526992
1970,OKLAHOMA,WASHITA,BARLEY,0.00568,31.40030216,1.359502841,42.6888,-11.28849784
1970,OKLAHOMA,WOODS,BARLEY,0.00668,27.3330461,1.472555962,40.24944,-12.9163939
1970,OKLAHOMA,WOODWARD,BARLEY,0.005,38.5741042,0.824972107,31.82256,6.7515442
1970,OREGON,BAKER,BARLEY,0.00196,14.97676409,3.257526106,48.7872,-33.81043591
1970,OREGON,BENTON,BARLEY,0.00096,136.9965598,0.380400793,52.1136,84.88295983
1970,OREGON,CLACKAMAS,BARLEY,0.00172,66.43790839,0.734327753,48.7872,17.65070839
1970,OREGON,COLUMBIA,BARLEY,2.00E-04,27.05672968,2.049028122,55.44,-28.38327032
1970,OREGON,CROOK,BARLEY,0.0014,29.69264895,2.24055456,66.528,-36.83535105
1970,OREGON,DESCHUTES,BARLEY,0.00064,49.60268657,1.028266885,51.0048,-1.40211343
1970,OREGON,DOUGLAS,BARLEY,0.00064,21.3021629,2.602552626,55.44,-34.1378371
1970,OREGON,GILLIAM,BARLEY,0.014,11.9024357,3.35366651,39.9168,-28.0143643
1970,OREGON,GRANT,BARLEY,0.0016,6.60325678,6.716685641,44.352,-37.74874322
1970,OREGON,HARNEY,BARLEY,0.003,7.43473319,4.474135003,33.264,-25.82926681
1970,OREGON,JACKSON,BARLEY,0.00112,24.57082827,1.805067355,44.352,-19.78117173
